width,batch-time,learning-rate,replicate,beta_percent_err,beta_fit,beta_true,gamma_percent_err,gamma_fit,gamma_true,delta_percent_err,delta_fit,delta_true
15.0,32.0,0.1,15.0,10.347106321774085,17.020659482661127,1.5,0.0481178222343015,2.8556465332970955,3.0,0.08061377133606196,1.080613771336062,1.0
25.0,64.0,0.1,26.0,0.5743950652227516,2.3615925978341274,1.5,0.0475288938960435,2.8574133183118695,3.0,0.114573830179594,1.114573830179594,1.0
5.0,64.0,0.1,6.0,0.590339191959869,0.6144912120601966,1.5,0.1458479604107712,2.5624561187676864,3.0,0.1593831268421808,1.1593831268421808,1.0
5.0,64.0,0.1,28.0,0.20930975533669738,1.186035366994954,1.5,0.02014021410572342,2.9395793576828297,3.0,0.20276916896745378,1.2027691689674538,1.0
5.0,64.0,0.1,5.0,0.569390636996434,0.645914044505349,1.5,0.21986376892406115,2.3404086932278165,3.0,0.17070704719555208,1.170707047195552,1.0
15.0,32.0,0.1,3.0,11.207750407166934,18.3116256107504,1.5,0.038843574679357694,2.883469275961927,3.0,0.0798394721245208,1.0798394721245208,1.0
15.0,64.0,0.1,7.0,0.18324736878850315,1.2251289468172453,1.5,0.22186832099810797,2.334395037005676,3.0,0.004660310400320888,0.9953396895996791,1.0
5.0,64.0,0.1,12.0,0.2672148822252782,1.0991776766620827,1.5,0.0428792218725366,2.87136233438239,3.0,0.18794190744564276,1.1879419074456428,1.0
25.0,32.0,0.1,20.0,10.270533387980775,16.90580008197116,1.5,0.033839695385962244,2.8984809138421133,3.0,0.08078855484238123,1.0807885548423812,1.0
5.0,32.0,0.1,3.0,10.700941676711563,17.551412515067344,1.5,0.036885168526907076,2.8893444944192788,3.0,0.07392649899212844,1.0739264989921284,1.0
5.0,64.0,0.1,11.0,0.2744261212175247,1.088360818173713,1.5,0.07288871963032717,2.7813338411090185,3.0,0.19129511850121994,1.19129511850122,1.0
25.0,64.0,0.1,24.0,0.1766521624754628,1.2350217562868058,1.5,0.011897925310840366,3.035693775932521,3.0,0.18259080743251888,1.1825908074325189,1.0
25.0,32.0,0.1,3.0,11.270815999314712,18.406223998972067,1.5,0.048915945124347715,2.853252164626957,3.0,0.0772321861669556,1.0772321861669556,1.0
5.0,64.0,0.1,23.0,0.2910246057022972,1.0634630914465542,1.5,0.06579944784111902,2.802601656476643,3.0,0.2141959846553494,1.2141959846553494,1.0
5.0,32.0,0.1,7.0,10.89040716960217,17.835610754403255,1.5,0.03380584513279198,2.898582464601624,3.0,0.08163039845044229,1.0816303984504423,1.0
5.0,32.0,0.1,5.0,10.241567025103365,16.862350537655047,1.5,0.055246802736034585,2.8342595917918962,3.0,0.07512392006897928,1.0751239200689793,1.0
25.0,32.0,0.1,1.0,7.304707677120102,12.457061515680152,1.5,0.07981696646299996,2.760549100611,3.0,0.10473365075096996,1.10473365075097,1.0
25.0,32.0,0.1,16.0,10.21737674605974,16.82606511908961,1.5,0.03543645374293088,2.8936906387712074,3.0,0.09714483212288494,1.097144832122885,1.0
25.0,32.0,0.1,25.0,10.796044433878501,17.694066650817753,1.5,0.029733553921646116,2.9107993382350617,3.0,0.09044576416236638,1.0904457641623664,1.0
5.0,32.0,0.1,12.0,11.049880236526278,18.074820354789416,1.5,0.032140488454552564,2.9035785346363423,3.0,0.07242892533555678,1.0724289253355568,1.0
5.0,64.0,0.1,20.0,0.49174829194573233,0.7623775620814015,1.5,0.15244702196632343,2.5426589341010297,3.0,0.17202883495927024,1.1720288349592702,1.0
15.0,64.0,0.1,6.0,0.31342293559057,1.029865596614145,1.5,0.03359715935787596,2.899208521926372,3.0,0.20817082382910268,1.2081708238291027,1.0
5.0,32.0,0.1,18.0,10.313015711596078,16.969523567394116,1.5,0.06264466261563599,2.812066012153092,3.0,0.06957734626149326,1.0695773462614933,1.0
25.0,64.0,0.1,18.0,0.24879763389016643,1.1268035491647503,1.5,0.08083479137505496,2.757495625874835,3.0,0.16744808986835236,1.1674480898683524,1.0
15.0,64.0,0.1,12.0,0.3292556525615593,1.006116521157661,1.5,0.07551469980299297,2.773455900591021,3.0,0.18226415089243186,1.1822641508924319,1.0
25.0,32.0,0.1,28.0,10.646468994620038,17.46970349193006,1.5,0.07519493862641236,2.774415184120763,3.0,0.07000321654957808,1.070003216549578,1.0
25.0,32.0,0.1,7.0,12.001059122948726,19.50158868442309,1.5,0.0320644991930914,2.903806502420726,3.0,0.07496854920179952,1.0749685492017995,1.0
25.0,64.0,0.1,21.0,0.6241552442062992,0.5637671336905512,1.5,0.2075025126311263,2.377492462106621,3.0,0.1962727364191319,1.196272736419132,1.0
15.0,32.0,0.1,14.0,10.028000882195386,16.54200132329308,1.5,0.05490109638740407,2.835296710837788,3.0,0.0767415589401148,1.0767415589401148,1.0
5.0,64.0,0.1,18.0,0.4383089353301777,0.8425365970047335,1.5,0.0818997005074366,2.75430089847769,3.0,0.19631836268533065,1.1963183626853306,1.0
15.0,32.0,0.1,8.0,11.955407931462588,19.433111897193882,1.5,0.03566100111488509,2.8930169966553447,3.0,0.07758758123404585,1.0775875812340459,1.0
5.0,64.0,0.1,9.0,11.183751780890603,18.275627671335904,1.5,0.012734422237236753,2.9617967332882897,3.0,0.07340929640792271,1.0734092964079227,1.0
5.0,32.0,0.1,20.0,10.87714146145265,17.815712192178975,1.5,0.045555842307007786,2.8633324730789766,3.0,0.07588680266759762,1.0758868026675976,1.0
15.0,32.0,0.1,19.0,10.425559179575862,17.13833876936379,1.5,0.07266962126340089,2.7819911362097973,3.0,0.07128254552110502,1.071282545521105,1.0
25.0,64.0,0.1,28.0,8.453118682542524,14.179678023813786,1.5,0.032589347017773974,2.902231958946678,3.0,0.07535778360779388,1.0753577836077939,1.0
15.0,32.0,0.1,23.0,11.102560591482389,18.153840887223584,1.5,0.043779372301741816,2.8686618830947745,3.0,0.07487303406608325,1.0748730340660833,1.0
25.0,32.0,0.1,13.0,9.81417160145305,16.221257402179575,1.5,0.05334709956139205,2.839958701315824,3.0,0.07301651049707725,1.0730165104970772,1.0
5.0,32.0,0.1,30.0,11.026861455076615,18.040292182614923,1.5,0.04805850003277046,2.8558244999016886,3.0,0.08649776375333262,1.0864977637533326,1.0
25.0,64.0,0.1,9.0,0.6261605192669584,0.5607592210995624,1.5,0.21732167054834775,2.3480349883549567,3.0,0.11725180221232745,1.1172518022123274,1.0
25.0,64.0,0.1,17.0,0.12730868387528638,1.3090369741870704,1.5,0.17179723789548795,2.484608286313536,3.0,0.0155171003722967,1.0155171003722967,1.0
25.0,64.0,0.1,13.0,0.22746933075039255,1.8412039961255888,1.5,0.07755556218449433,2.767333313446517,3.0,0.03790600699118363,1.0379060069911836,1.0
25.0,32.0,0.1,24.0,11.160894429536533,18.2413416443048,1.5,0.05896985180684385,2.8230904445794684,3.0,0.059980555556675696,1.0599805555566757,1.0
15.0,32.0,0.1,6.0,11.055688657778965,18.083532986668448,1.5,0.06038253606555655,2.8188523918033304,3.0,0.07596672080158018,1.0759667208015802,1.0
15.0,64.0,0.1,29.0,0.3488819375475005,2.023322906321251,1.5,0.02306261101460268,2.930812166956192,3.0,0.15659001322227928,1.1565900132222793,1.0
25.0,64.0,0.1,20.0,0.4459893271069479,0.8310160093395782,1.5,0.1573930473226032,2.5278208580321904,3.0,0.15916137332260205,1.159161373322602,1.0
25.0,32.0,0.1,14.0,10.348344087720477,17.022516131580716,1.5,0.04310730102683117,2.8706780969195065,3.0,0.08814837555944033,1.0881483755594403,1.0
25.0,32.0,0.1,10.0,10.646786656668267,17.4701799850024,1.5,0.04585502272709233,2.862434931818723,3.0,0.08098229415243519,1.0809822941524352,1.0
5.0,32.0,0.1,28.0,11.50415309596775,18.756229643951624,1.5,0.05905127511534447,2.8228461746539666,3.0,0.05833399587590016,1.0583339958759002,1.0
5.0,32.0,0.1,19.0,10.521450404212393,17.28217560631859,1.5,0.04846773200898413,2.8545968039730476,3.0,0.0854643565376727,1.0854643565376727,1.0
15.0,32.0,0.1,27.0,10.720118061622118,17.58017709243318,1.5,0.05474524617746823,2.8357642614675953,3.0,0.08185791697121281,1.0818579169712128,1.0
15.0,64.0,0.1,27.0,0.14227448430074205,1.286588273548887,1.5,0.01716699749760246,3.0515009924928074,3.0,0.21583894227748357,1.2158389422774836,1.0
25.0,32.0,0.1,17.0,9.844827628876269,16.267241443314404,1.5,0.035126985842267366,2.894619042473198,3.0,0.09277959869325136,1.0927795986932514,1.0
5.0,64.0,0.1,24.0,0.7035484920486077,0.44467726192708834,1.5,0.2584977751376165,2.2245066745871505,3.0,0.09255842695931649,1.0925584269593165,1.0
15.0,32.0,0.1,26.0,10.933280420845904,17.899920631268856,1.5,0.037345102835137776,2.8879646914945867,3.0,0.07707229084990819,1.0770722908499082,1.0
15.0,32.0,0.1,21.0,9.048688244949789,15.073032367424684,1.5,0.06747607440441857,2.7975717767867443,3.0,0.08405108568347552,1.0840510856834755,1.0
25.0,64.0,0.1,19.0,0.7154641717542028,0.4268037423686957,1.5,0.2843069368612536,2.1470791894162393,3.0,0.13110250029291226,1.1311025002929123,1.0
15.0,64.0,0.1,30.0,8.350330810856818,14.025496216285227,1.5,0.038369930143731246,2.8848902095688063,3.0,0.08154825987742886,1.0815482598774289,1.0
15.0,32.0,0.1,5.0,10.664544259231706,17.49681638884756,1.5,0.03485515663287645,2.8954345301013706,3.0,0.08598122464274915,1.0859812246427492,1.0
5.0,64.0,0.1,7.0,0.0073620624802785235,1.5110430937204178,1.5,0.13957929504051222,2.5812621148784634,3.0,0.09966221022532129,1.0996622102253213,1.0
15.0,32.0,0.1,29.0,11.232354923073201,18.3485323846098,1.5,0.04440982145785455,2.8667705356264364,3.0,0.058105117799193584,1.0581051177991936,1.0
5.0,64.0,0.1,22.0,0.09400986114114618,1.3589852082882807,1.5,0.18826100301899196,2.435216990943024,3.0,0.024962772089138885,0.9750372279108611,1.0
5.0,64.0,0.1,16.0,0.7810539883853044,0.3284190174220433,1.5,0.2738209141230265,2.1785372576309205,3.0,0.16170815026858198,1.161708150268582,1.0
15.0,64.0,0.1,2.0,0.535928504387628,0.696107243418558,1.5,0.12679695711748717,2.6196091286475385,3.0,0.18084273631137981,1.1808427363113798,1.0
15.0,32.0,0.1,22.0,12.007336525293198,19.511004787939797,1.5,0.034582940227361636,2.896251179317915,3.0,0.07213737330372805,1.072137373303728,1.0
25.0,32.0,0.1,22.0,10.725036007169983,17.587554010754975,1.5,0.04917547268846419,2.8524735819346074,3.0,0.07535273415586419,1.0753527341558642,1.0
25.0,32.0,0.1,4.0,10.180530696098122,16.770796044147183,1.5,0.0395688628835833,2.88129341134925,3.0,0.09474192686706884,1.0947419268670688,1.0
5.0,64.0,0.1,21.0,0.38358164739441264,0.9246275289083811,1.5,0.048242425460638984,2.855272723618083,3.0,0.22294538403363817,1.2229453840336382,1.0
5.0,32.0,0.1,9.0,11.495606592269448,18.743409888404173,1.5,0.03165587879262658,2.9050323636221203,3.0,0.0769254710880225,1.0769254710880225,1.0
25.0,32.0,0.1,18.0,8.291825766754705,13.937738650132058,1.5,0.06814073480156724,2.7955777955952983,3.0,0.08699327927989775,1.0869932792798978,1.0
5.0,32.0,0.1,22.0,11.974818083266406,19.46222712489961,1.5,0.055040995571041584,2.8348770132868752,3.0,0.057563807259140676,1.0575638072591407,1.0
15.0,64.0,0.1,28.0,0.36513298001040656,0.9523005299843902,1.5,0.0702627001610338,2.7892118995168986,3.0,0.18344201596219345,1.1834420159621934,1.0
5.0,32.0,0.1,23.0,8.136017292264025,13.704025938396038,1.5,0.05714615312544572,2.828561540623663,3.0,0.09403144512553041,1.0940314451255304,1.0
5.0,64.0,0.1,2.0,0.04675402965752958,1.5701310444862944,1.5,0.05250541154730722,2.8424837653580783,3.0,0.14852373693263599,1.148523736932636,1.0
25.0,32.0,0.1,26.0,10.361073818406242,17.041610727609363,1.5,0.05043233505056829,2.848702994848295,3.0,0.07985195140575474,1.0798519514057547,1.0
25.0,32.0,0.1,19.0,10.2848040283678,16.9272060425517,1.5,0.02584624376757357,2.9224612686972793,3.0,0.08750460763284607,1.087504607632846,1.0
25.0,64.0,0.1,16.0,0.5905971776443234,0.614104233533515,1.5,0.13106460368437803,2.606806188946866,3.0,0.19989081407622056,1.1998908140762206,1.0
5.0,64.0,0.1,30.0,1.702839916190254,-1.0542598742853808,1.5,0.5369681553601909,1.3890955339194273,3.0,1.6170583975710198,2.6170583975710198,1.0
25.0,64.0,0.1,27.0,0.34574538368296337,0.981381924475555,1.5,0.037412217674096304,2.887763346977711,3.0,0.202091955073467,1.202091955073467,1.0
5.0,64.0,0.1,8.0,0.45417885765864585,0.8187317135120312,1.5,0.27586388682123325,2.1724083395363003,3.0,0.027830455151082623,1.0278304551510826,1.0
15.0,64.0,0.1,25.0,0.5768816542701926,0.6346775185947111,1.5,0.1936911530622892,2.4189265408131324,3.0,0.10035787642389726,1.1003578764238973,1.0
5.0,64.0,0.1,1.0,0.25545206315738483,1.1168219052639228,1.5,0.05297957767509942,2.8410612669747017,3.0,0.16610810934948117,1.1661081093494812,1.0
25.0,64.0,0.1,5.0,0.09612056612677906,1.3558191508098314,1.5,0.01988609809183517,2.9403417057244945,3.0,0.18771655284821342,1.1877165528482134,1.0
25.0,64.0,0.1,7.0,0.41719121561688,0.87421317657468,1.5,0.13204594515368143,2.6038621645389557,3.0,0.14681479287657262,1.1468147928765726,1.0
15.0,64.0,0.1,17.0,0.4126516353002676,0.8810225470495986,1.5,0.14672399870227362,2.559828003893179,3.0,0.12755580794572774,1.1275558079457277,1.0
5.0,64.0,0.1,15.0,0.37498362657224477,2.062475439858367,1.5,0.03964709364380825,2.8810587190685752,3.0,0.021605024240851867,1.0216050242408519,1.0
15.0,64.0,0.1,5.0,0.5768985004532584,0.6346522493201124,1.5,0.14868599310832767,2.553942020675017,3.0,0.1805768296434731,1.180576829643473,1.0
5.0,32.0,0.1,11.0,1.956839483440176,4.435259225160264,1.5,0.06671419742047362,2.799857407738579,3.0,0.15886532465131986,1.1588653246513199,1.0
5.0,32.0,0.1,16.0,5.389265038232241,9.583897557348362,1.5,0.12777720745536728,2.616668377633898,3.0,0.08149777959053894,1.081497779590539,1.0
15.0,64.0,0.1,26.0,0.3650334478028703,0.9524498282956946,1.5,0.06400699176635365,2.807979024700939,3.0,0.18952661526387904,1.189526615263879,1.0
15.0,32.0,0.1,9.0,10.04139454255779,16.562091813836684,1.5,0.06351394454171529,2.809458166374854,3.0,0.06469717152132337,1.0646971715213234,1.0
15.0,32.0,0.1,2.0,10.821703426531839,17.732555139797757,1.5,0.05108734114324909,2.8467379765702527,3.0,0.06182422850699254,1.0618242285069925,1.0
